index,Year,Total,Gold,Silver,Bronze,No medal,Sport,NOC,Sex
5,1984,1,0,0,1,0,Canoeing,NED,F
6,1988,2,0,0,2,0,Canoeing,NED,F
7,2008,0,0,0,0,1,Canoeing,NED,F
0,1936,5,0,0,5,4,Canoeing,NED,M
1,1948,0,0,0,0,6,Canoeing,NED,M
2,1952,0,0,0,0,6,Canoeing,NED,M
3,1960,0,0,0,0,7,Canoeing,NED,M
4,1964,2,0,2,0,5,Canoeing,NED,M
5,1968,0,0,0,0,7,Canoeing,NED,M
6,1976,0,0,0,0,4,Canoeing,NED,M
7,1980,0,0,0,0,10,Canoeing,NED,M
8,1984,0,0,0,0,4,Canoeing,NED,M
9,1992,0,0,0,0,6,Canoeing,NED,M
10,1996,0,0,0,0,2,Canoeing,NED,M
11,2004,0,0,0,0,2,Canoeing,NED,M
12,2008,0,0,0,0,1,Canoeing,NED,M
0,2012,0,0,0,0,1,Canoeing,NGR,M
1,2016,0,0,0,0,1,Canoeing,NGR,M
0,1984,0,0,0,0,7,Canoeing,NOR,F
1,1992,0,0,0,0,6,Canoeing,NOR,F
2,2012,0,0,0,0,1,Canoeing,NOR,F
0,1936,0,0,0,0,1,Canoeing,NOR,M
1,1948,3,0,2,1,3,Canoeing,NOR,M
2,1952,0,0,0,0,6,Canoeing,NOR,M
3,1956,0,0,0,0,2,Canoeing,NOR,M
4,1960,0,0,0,0,3,Canoeing,NOR,M
5,1968,4,4,0,0,1,Canoeing,NOR,M
6,1972,4,0,0,4,2,Canoeing,NOR,M
7,1976,0,0,0,0,7,Canoeing,NOR,M
8,1984,0,0,0,0,11,Canoeing,NOR,M
9,1988,0,0,0,0,8,Canoeing,NOR,M
10,1992,2,0,1,1,4,Canoeing,NOR,M
11,1996,2,1,1,0,4,Canoeing,NOR,M
12,2000,2,2,0,0,6,Canoeing,NOR,M
13,2004,3,1,0,2,5,Canoeing,NOR,M
14,2008,1,0,1,0,1,Canoeing,NOR,M
15,2012,1,1,0,0,0,Canoeing,NOR,M
0,2008,0,0,0,0,2,Canoeing,NZL,F
1,2012,1,1,0,0,4,Canoeing,NZL,F
2,2016,3,1,1,1,4,Canoeing,NZL,F
0,1972,0,0,0,0,3,Canoeing,NZL,M
1,1976,0,0,0,0,6,Canoeing,NZL,M
2,1980,0,0,0,0,6,Canoeing,NZL,M
3,1984,8,8,0,0,2,Canoeing,NZL,M
4,1988,5,2,2,1,5,Canoeing,NZL,M
5,1992,0,0,0,0,11,Canoeing,NZL,M
6,1996,0,0,0,0,1,Canoeing,NZL,M
7,2004,1,0,1,0,3,Canoeing,NZL,M
8,2008,0,0,0,0,4,Canoeing,NZL,M
9,2012,0,0,0,0,4,Canoeing,NZL,M
10,2016,0,0,0,0,2,Canoeing,NZL,M
0,1996,0,0,0,0,1,Canoeing,PAN,M
0,1992,0,0,0,0,1,Canoeing,PER,M
0,2016,0,0,0,0,2,Canoeing,PLW,F
0,1956,0,0,0,0,1,Canoeing,POL,F
1,1960,1,0,0,1,2,Canoeing,POL,F
2,1964,0,0,0,0,3,Canoeing,POL,F
3,1968,0,0,0,0,3,Canoeing,POL,F
4,1972,0,0,0,0,5,Canoeing,POL,F
5,1976,0,0,0,0,3,Canoeing,POL,F
6,1980,0,0,0,0,3,Canoeing,POL,F
7,1988,1,0,0,1,6,Canoeing,POL,F
8,1992,1,0,0,1,3,Canoeing,POL,F
9,1996,0,0,0,0,4,Canoeing,POL,F
10,2000,2,0,0,2,6,Canoeing,POL,F
11,2004,2,0,0,2,6,Canoeing,POL,F
12,2008,2,0,2,0,6,Canoeing,POL,F
13,2012,2,0,0,2,7,Canoeing,POL,F
14,2016,3,0,1,2,6,Canoeing,POL,F
0,1936,0,0,0,0,2,Canoeing,POL,M
1,1948,0,0,0,0,6,Canoeing,POL,M
2,1956,0,0,0,0,5,Canoeing,POL,M
3,1960,2,0,0,2,5,Canoeing,POL,M
4,1964,0,0,0,0,7,Canoeing,POL,M
5,1968,0,0,0,0,5,Canoeing,POL,M
6,1972,2,0,0,2,16,Canoeing,POL,M
7,1976,2,0,2,0,13,Canoeing,POL,M
8,1980,0,0,0,0,16,Canoeing,POL,M
9,1988,4,0,2,2,8,Canoeing,POL,M
10,1992,4,0,2,2,16,Canoeing,POL,M
11,1996,1,0,0,1,20,Canoeing,POL,M
12,2000,8,0,4,4,13,Canoeing,POL,M
13,2004,0,0,0,0,17,Canoeing,POL,M
14,2008,0,0,0,0,19,Canoeing,POL,M
15,2012,0,0,0,0,9,Canoeing,POL,M
16,2016,0,0,0,0,10,Canoeing,POL,M
0,1996,0,0,0,0,1,Canoeing,POR,F
1,2000,0,0,0,0,1,Canoeing,POR,F
2,2008,0,0,0,0,3,Canoeing,POR,F
3,2012,0,0,0,0,8,Canoeing,POR,F
4,2016,0,0,0,0,2,Canoeing,POR,F
0,1988,0,0,0,0,4,Canoeing,POR,M
1,1992,0,0,0,0,10,Canoeing,POR,M
2,1996,0,0,0,0,9,Canoeing,POR,M
3,2004,0,0,0,0,2,Canoeing,POR,M
4,2008,0,0,0,0,2,Canoeing,POR,M
5,2012,2,0,2,0,0,Canoeing,POR,M
6,2016,0,0,0,0,9,Canoeing,POR,M
0,1960,0,0,0,0,2,Canoeing,ROU,F
1,1964,3,0,1,2,0,Canoeing,ROU,F
2,1968,1,0,0,1,2,Canoeing,ROU,F
3,1972,2,0,0,2,1,Canoeing,ROU,F
4,1976,0,0,0,0,3,Canoeing,ROU,F
5,1980,0,0,0,0,3,Canoeing,ROU,F
6,1984,4,4,0,0,3,Canoeing,ROU,F
7,1992,0,0,0,0,7,Canoeing,ROU,F
8,1996,0,0,0,0,7,Canoeing,ROU,F
9,2000,4,0,0,4,3,Canoeing,ROU,F
10,2004,0,0,0,0,2,Canoeing,ROU,F
11,2012,0,0,0,0,2,Canoeing,ROU,F
0,1952,0,0,0,0,1,Canoeing,ROU,M
1,1956,4,4,0,0,4,Canoeing,ROU,M
2,1960,1,0,0,1,8,Canoeing,ROU,M
3,1964,6,0,1,5,4,Canoeing,ROU,M
4,1968,6,2,4,0,4,Canoeing,ROU,M
5,1972,7,1,6,0,3,Canoeing,ROU,M
6,1976,6,1,2,3,10,Canoeing,ROU,M
7,1980,10,2,6,2,6,Canoeing,ROU,M
8,1984,5,2,2,1,11,Canoeing,ROU,M
9,1988,0,0,0,0,10,Canoeing,ROU,M
10,1992,0,0,0,0,16,Canoeing,ROU,M
11,1996,4,0,2,2,6,Canoeing,ROU,M
12,2000,4,2,0,2,10,Canoeing,ROU,M
13,2004,0,0,0,0,12,Canoeing,ROU,M
14,2008,0,0,0,0,6,Canoeing,ROU,M
15,2012,0,0,0,0,9,Canoeing,ROU,M
0,1992,0,0,0,0,3,Canoeing,RSA,F
1,1996,0,0,0,0,1,Canoeing,RSA,F
2,2000,0,0,0,0,1,Canoeing,RSA,F
3,2008,0,0,0,0,7,Canoeing,RSA,F
4,2012,1,0,0,1,1,Canoeing,RSA,F
5,2016,0,0,0,0,2,Canoeing,RSA,F
0,1992,0,0,0,0,13,Canoeing,RSA,M
1,2000,0,0,0,0,2,Canoeing,RSA,M
2,2004,0,0,0,0,2,Canoeing,RSA,M
3,2008,0,0,0,0,7,Canoeing,RSA,M
0,1996,0,0,0,0,6,Canoeing,RUS,F
1,2000,0,0,0,0,6,Canoeing,RUS,F
2,2004,0,0,0,0,1,Canoeing,RUS,F
3,2008,0,0,0,0,2,Canoeing,RUS,F
4,2012,0,0,0,0,9,Canoeing,RUS,F
5,2016,0,0,0,0,4,Canoeing,RUS,F
0,1996,4,0,0,4,9,Canoeing,RUS,M
1,2000,1,0,1,0,14,Canoeing,RUS,M
2,2004,5,0,2,3,7,Canoeing,RUS,M
3,2008,5,1,2,2,10,Canoeing,RUS,M
4,2012,5,2,0,3,12,Canoeing,RUS,M
5,2016,2,0,0,2,12,Canoeing,RUS,M
0,1952,0,0,0,0,1,Canoeing,SAA,F
0,1952,0,0,0,0,4,Canoeing,SAA,M
0,2016,0,0,0,0,2,Canoeing,SAM,F
0,2008,0,0,0,0,2,Canoeing,SAM,M
1,2012,0,0,0,0,2,Canoeing,SAM,M
0,2000,0,0,0,0,1,Canoeing,SCG,F
0,1996,0,0,0,0,1,Canoeing,SCG,M
1,2000,0,0,0,0,5,Canoeing,SCG,M
2,2004,0,0,0,0,4,Canoeing,SCG,M
0,2008,0,0,0,0,1,Canoeing,SEN,F
0,2008,0,0,0,0,2,Canoeing,SEN,M
1,2012,0,0,0,0,2,Canoeing,SEN,M
2,2016,0,0,0,0,1,Canoeing,SEN,M
0,2004,0,0,0,0,2,Canoeing,SEY,M
1,2008,0,0,0,0,2,Canoeing,SEY,M
0,2012,0,0,0,0,2,Canoeing,SGP,F
0,2000,0,0,0,0,1,Canoeing,SLO,F
1,2004,0,0,0,0,1,Canoeing,SLO,F
2,2008,0,0,0,0,1,Canoeing,SLO,F
3,2012,0,0,0,0,3,Canoeing,SLO,F
4,2016,0,0,0,0,3,Canoeing,SLO,F
0,1992,0,0,0,0,6,Canoeing,SLO,M
1,1996,1,0,1,0,4,Canoeing,SLO,M
2,2000,0,0,0,0,3,Canoeing,SLO,M
3,2004,0,0,0,0,3,Canoeing,SLO,M
4,2008,0,0,0,0,2,Canoeing,SLO,M
5,2012,0,0,0,0,4,Canoeing,SLO,M
6,2016,1,0,1,0,3,Canoeing,SLO,M
0,2012,0,0,0,0,7,Canoeing,SRB,F
1,2016,0,0,0,0,8,Canoeing,SRB,F
0,2012,0,0,0,0,6,Canoeing,SRB,M
1,2016,2,0,2,0,8,Canoeing,SRB,M
0,2008,0,0,0,0,2,Canoeing,STP,M
1,2016,0,0,0,0,1,Canoeing,STP,M
0,1952,0,0,0,0,1,Canoeing,SUI,F
1,1972,0,0,0,0,2,Canoeing,SUI,F
2,1992,0,0,0,0,1,Canoeing,SUI,F
3,1996,4,0,4,0,5,Canoeing,SUI,F
4,2000,0,0,0,0,1,Canoeing,SUI,F
5,2004,0,0,0,0,1,Canoeing,SUI,F
6,2012,0,0,0,0,1,Canoeing,SUI,F
0,1936,0,0,0,0,9,Canoeing,SUI,M
1,1948,0,0,0,0,6,Canoeing,SUI,M
2,1952,0,0,0,0,6,Canoeing,SUI,M
3,1960,0,0,0,0,7,Canoeing,SUI,M
4,1972,0,0,0,0,4,Canoeing,SUI,M
5,1980,0,0,0,0,6,Canoeing,SUI,M
6,1984,0,0,0,0,7,Canoeing,SUI,M
7,1988,0,0,0,0,1,Canoeing,SUI,M
8,1992,0,0,0,0,6,Canoeing,SUI,M
9,1996,0,0,0,0,2,Canoeing,SUI,M
10,2000,0,0,0,0,3,Canoeing,SUI,M
11,2004,0,0,0,0,4,Canoeing,SUI,M
12,2008,0,0,0,0,1,Canoeing,SUI,M
13,2012,0,0,0,0,1,Canoeing,SUI,M
14,2016,0,0,0,0,3,Canoeing,SUI,M
0,1996,0,0,0,0,2,Canoeing,SVK,F
1,2000,0,0,0,0,3,Canoeing,SVK,F
2,2004,1,1,0,0,2,Canoeing,SVK,F
3,2008,1,1,0,0,2,Canoeing,SVK,F
4,2012,0,0,0,0,4,Canoeing,SVK,F
5,2016,0,0,0,0,3,Canoeing,SVK,F
0,1996,2,1,1,0,16,Canoeing,SVK,M
1,2000,4,2,1,1,17,Canoeing,SVK,M
2,2004,7,2,1,4,9,Canoeing,SVK,M
3,2008,7,3,4,0,3,Canoeing,SVK,M
4,2012,3,0,0,3,8,Canoeing,SVK,M
5,2016,7,2,5,0,5,Canoeing,SVK,M
0,1948,0,0,0,0,1,Canoeing,SWE,F
1,1952,0,0,0,0,1,Canoeing,SWE,F
2,1960,0,0,0,0,1,Canoeing,SWE,F
3,1964,0,0,0,0,3,Canoeing,SWE,F
4,1968,0,0,0,0,1,Canoeing,SWE,F
5,1972,0,0,0,0,1,Canoeing,SWE,F
6,1976,0,0,0,0,1,Canoeing,SWE,F
7,1980,0,0,0,0,3,Canoeing,SWE,F
8,1984,7,3,4,0,0,Canoeing,SWE,F
9,1988,0,0,0,0,7,Canoeing,SWE,F
10,1992,6,0,2,4,1,Canoeing,SWE,F
11,1996,6,2,0,4,1,Canoeing,SWE,F
12,2000,0,0,0,0,3,Canoeing,SWE,F
13,2004,0,0,0,0,2,Canoeing,SWE,F
14,2008,0,0,0,0,1,Canoeing,SWE,F
15,2012,0,0,0,0,4,Canoeing,SWE,F
16,2016,0,0,0,0,4,Canoeing,SWE,F
0,1936,4,2,0,2,5,Canoeing,SWE,M
1,1948,6,6,0,0,6,Canoeing,SWE,M
2,1952,6,1,5,0,6,Canoeing,SWE,M
3,1956,2,2,0,0,6,Canoeing,SWE,M
4,1960,3,2,0,1,5,Canoeing,SWE,M
5,1964,3,3,0,0,5,Canoeing,SWE,M
6,1968,0,0,0,0,10,Canoeing,SWE,M
7,1972,1,0,1,0,8,Canoeing,SWE,M
8,1976,0,0,0,0,15,Canoeing,SWE,M
9,1980,0,0,0,0,16,Canoeing,SWE,M
10,1984,7,0,7,0,5,Canoeing,SWE,M
11,1988,0,0,0,0,10,Canoeing,SWE,M
12,1992,2,0,2,0,10,Canoeing,SWE,M
13,1996,0,0,0,0,10,Canoeing,SWE,M
14,2000,2,0,2,0,8,Canoeing,SWE,M
15,2004,2,2,0,0,3,Canoeing,SWE,M
16,2008,0,0,0,0,4,Canoeing,SWE,M
17,2012,0,0,0,0,3,Canoeing,SWE,M
18,2016,0,0,0,0,2,Canoeing,SWE,M
0,1948,0,0,0,0,1,Canoeing,TCH,F
1,1952,0,0,0,0,1,Canoeing,TCH,F
2,1960,0,0,0,0,3,Canoeing,TCH,F
3,1964,0,0,0,0,1,Canoeing,TCH,F
4,1968,0,0,0,0,1,Canoeing,TCH,F
5,1972,0,0,0,0,5,Canoeing,TCH,F
6,1976,0,0,0,0,3,Canoeing,TCH,F
7,1980,0,0,0,0,3,Canoeing,TCH,F
8,1988,0,0,0,0,1,Canoeing,TCH,F
9,1992,0,0,0,0,9,Canoeing,TCH,F
0,1936,5,4,1,0,9,Canoeing,TCH,M
1,1948,6,4,2,0,6,Canoeing,TCH,M
2,1952,4,1,2,1,8,Canoeing,TCH,M
3,1956,0,0,0,0,8,Canoeing,TCH,M
4,1960,0,0,0,0,10,Canoeing,TCH,M
5,1964,0,0,0,0,3,Canoeing,TCH,M
6,1968,0,0,0,0,4,Canoeing,TCH,M
7,1972,0,0,0,0,19,Canoeing,TCH,M
8,1976,0,0,0,0,12,Canoeing,TCH,M
9,1980,0,0,0,0,12,Canoeing,TCH,M
10,1988,0,0,0,0,10,Canoeing,TCH,M
11,1992,3,1,2,0,22,Canoeing,TCH,M
0,2012,0,0,0,0,1,Canoeing,THA,M
0,2004,0,0,0,0,1,Canoeing,TOG,M
1,2008,1,0,0,1,0,Canoeing,TOG,M
2,2012,0,0,0,0,1,Canoeing,TOG,M
0,2012,0,0,0,0,2,Canoeing,TUN,F
1,2016,0,0,0,0,1,Canoeing,TUN,F
0,2012,0,0,0,0,3,Canoeing,TUN,M
1,2016,0,0,0,0,2,Canoeing,TUN,M
0,2016,0,0,0,0,2,Canoeing,TUR,F
0,1996,0,0,0,0,6,Canoeing,UKR,F
1,2000,0,0,0,0,7,Canoeing,UKR,F
2,2004,4,0,0,4,0,Canoeing,UKR,F
3,2008,1,1,0,0,0,Canoeing,UKR,F
4,2012,2,0,2,0,0,Canoeing,UKR,F
5,2016,0,0,0,0,8,Canoeing,UKR,F
0,1996,0,0,0,0,12,Canoeing,UKR,M
1,2000,0,0,0,0,6,Canoeing,UKR,M
2,2004,0,0,0,0,6,Canoeing,UKR,M
3,2008,1,0,0,1,5,Canoeing,UKR,M
4,2012,1,1,0,0,0,Canoeing,UKR,M
5,2016,3,1,0,2,1,Canoeing,UKR,M
0,1952,1,0,0,1,0,Canoeing,URS,F
1,1956,1,1,0,0,0,Canoeing,URS,F
2,1960,3,3,0,0,0,Canoeing,URS,F
3,1964,1,1,0,0,2,Canoeing,URS,F
4,1968,3,1,0,2,0,Canoeing,URS,F
5,1972,3,3,0,0,1,Canoeing,URS,F
6,1976,3,2,1,0,0,Canoeing,URS,F
7,1980,3,0,2,1,0,Canoeing,URS,F
8,1988,0,0,0,0,7,Canoeing,URS,F
0,1952,0,0,0,0,12,Canoeing,URS,M
1,1956,9,2,5,2,3,Canoeing,URS,M
2,1960,3,2,1,0,7,Canoeing,URS,M
3,1964,7,6,0,1,3,Canoeing,URS,M
4,1968,6,2,1,3,4,Canoeing,URS,M
5,1972,9,9,0,0,2,Canoeing,URS,M
6,1976,14,11,3,0,2,Canoeing,URS,M
7,1980,9,6,1,2,7,Canoeing,URS,M
8,1988,12,5,7,0,4,Canoeing,URS,M
0,1992,0,0,0,0,2,Canoeing,URU,M
1,2004,0,0,0,0,2,Canoeing,URU,M
0,1960,0,0,0,0,3,Canoeing,USA,F
1,1964,3,0,2,1,0,Canoeing,USA,F
2,1968,0,0,0,0,3,Canoeing,USA,F
3,1972,0,0,0,0,6,Canoeing,USA,F
4,1976,0,0,0,0,3,Canoeing,USA,F
5,1984,0,0,0,0,7,Canoeing,USA,F
6,1988,0,0,0,0,7,Canoeing,USA,F
7,1992,1,0,0,1,9,Canoeing,USA,F
8,1996,1,0,1,0,8,Canoeing,USA,F
9,2000,0,0,0,0,4,Canoeing,USA,F
10,2004,1,0,1,0,7,Canoeing,USA,F
11,2008,0,0,0,0,2,Canoeing,USA,F
12,2012,0,0,0,0,3,Canoeing,USA,F
13,2016,0,0,0,0,3,Canoeing,USA,F
0,1936,1,0,0,1,13,Canoeing,USA,M
1,1948,5,2,3,0,7,Canoeing,USA,M
2,1952,1,1,0,0,11,Canoeing,USA,M
3,1956,0,0,0,0,12,Canoeing,USA,M
4,1960,0,0,0,0,10,Canoeing,USA,M
5,1964,0,0,0,0,10,Canoeing,USA,M
6,1968,0,0,0,0,10,Canoeing,USA,M
7,1972,1,0,0,1,19,Canoeing,USA,M
8,1976,0,0,0,0,16,Canoeing,USA,M
9,1984,1,0,0,1,15,Canoeing,USA,M
10,1988,3,3,0,0,13,Canoeing,USA,M
11,1992,3,2,0,1,25,Canoeing,USA,M
12,1996,0,0,0,0,19,Canoeing,USA,M
13,2000,0,0,0,0,15,Canoeing,USA,M
14,2004,0,0,0,0,15,Canoeing,USA,M
15,2008,0,0,0,0,6,Canoeing,USA,M
16,2012,0,0,0,0,5,Canoeing,USA,M
17,2016,0,0,0,0,4,Canoeing,USA,M
0,1996,0,0,0,0,7,Canoeing,UZB,F
1,2004,0,0,0,0,1,Canoeing,UZB,F
2,2012,0,0,0,0,2,Canoeing,UZB,F
3,2016,0,0,0,0,1,Canoeing,UZB,F
0,1996,0,0,0,0,16,Canoeing,UZB,M
1,2000,0,0,0,0,2,Canoeing,UZB,M
2,2004,0,0,0,0,10,Canoeing,UZB,M
3,2008,0,0,0,0,2,Canoeing,UZB,M
4,2012,0,0,0,0,2,Canoeing,UZB,M
5,2016,0,0,0,0,4,Canoeing,UZB,M
0,2008,0,0,0,0,1,Canoeing,VEN,F
0,2008,0,0,0,0,4,Canoeing,VEN,M
0,2004,0,0,0,0,1,Canoeing,VIE,F
0,1936,0,0,0,0,4,Canoeing,YUG,M
1,1952,0,0,0,0,2,Canoeing,YUG,M
2,1960,0,0,0,0,3,Canoeing,YUG,M
3,1964,0,0,0,0,4,Canoeing,YUG,M
4,1968,0,0,0,0,2,Canoeing,YUG,M
5,1972,0,0,0,0,15,Canoeing,YUG,M
6,1976,2,1,0,1,0,Canoeing,YUG,M
7,1980,0,0,0,0,6,Canoeing,YUG,M
8,1984,5,2,3,0,1,Canoeing,YUG,M
9,1988,0,0,0,0,4,Canoeing,YUG,M
0,1900,3,0,3,0,0,Cricket,FRA,M
0,1900,21,12,9,0,0,Cricket,GBR,M
0,1900,0,0,0,0,6,Croquet,FRA,F
0,1900,8,4,2,2,5,Croquet,FRA,M
0,1996,0,0,0,0,1,Cycling,ALB,M
0,1988,0,0,0,0,2,Cycling,ALG,M
1,2008,0,0,0,0,1,Cycling,ALG,M
2,2012,0,0,0,0,1,Cycling,ALG,M
3,2016,0,0,0,0,2,Cycling,ALG,M
0,1988,0,0,0,0,2,Cycling,AND,M
1,1992,0,0,0,0,3,Cycling,AND,M
0,1976,0,0,0,0,3,Cycling,ANT,M
1,1984,0,0,0,0,4,Cycling,ANT,M
2,1988,0,0,0,0,3,Cycling,ANT,M
3,1992,0,0,0,0,6,Cycling,ANT,M
4,1996,0,0,0,0,1,Cycling,ANT,M
0,1996,0,0,0,0,1,Cycling,ARG,F
1,2000,0,0,0,0,1,Cycling,ARG,F
2,2004,0,0,0,0,1,Cycling,ARG,F
3,2008,0,0,0,0,2,Cycling,ARG,F
4,2016,0,0,0,0,1,Cycling,ARG,F
0,1924,0,0,0,0,14,Cycling,ARG,M
1,1928,0,0,0,0,10,Cycling,ARG,M
2,1948,0,0,0,0,16,Cycling,ARG,M
3,1952,0,0,0,0,6,Cycling,ARG,M
4,1960,0,0,0,0,9,Cycling,ARG,M
5,1964,0,0,0,0,14,Cycling,ARG,M
6,1968,0,0,0,0,16,Cycling,ARG,M
7,1972,0,0,0,0,9,Cycling,ARG,M
8,1976,0,0,0,0,8,Cycling,ARG,M
9,1984,0,0,0,0,12,Cycling,ARG,M
10,1988,0,0,0,0,8,Cycling,ARG,M
11,1992,0,0,0,0,8,Cycling,ARG,M
12,1996,0,0,0,0,10,Cycling,ARG,M
13,2000,0,0,0,0,9,Cycling,ARG,M
14,2004,0,0,0,0,4,Cycling,ARG,M
15,2008,2,2,0,0,8,Cycling,ARG,M
16,2012,0,0,0,0,4,Cycling,ARG,M
17,2016,0,0,0,0,6,Cycling,ARG,M
0,1996,0,0,0,0,1,Cycling,ARM,M
0,1992,0,0,0,0,2,Cycling,ARU,M
1,1996,0,0,0,0,1,Cycling,ARU,M
0,1988,0,0,0,0,4,Cycling,AUS,F
1,1992,2,1,1,0,2,Cycling,AUS,F
2,1996,2,0,1,1,7,Cycling,AUS,F
3,2000,1,0,1,0,11,Cycling,AUS,F
4,2004,4,2,1,1,6,Cycling,AUS,F
5,2008,1,0,1,0,9,Cycling,AUS,F
6,2012,4,1,0,3,11,Cycling,AUS,F
7,2016,1,0,0,1,19,Cycling,AUS,F
0,1920,0,0,0,0,3,Cycling,AUS,M
1,1924,0,0,0,0,6,Cycling,AUS,M
2,1928,1,0,0,1,1,Cycling,AUS,M
3,1932,1,1,0,0,1,Cycling,AUS,M
4,1936,0,0,0,0,4,Cycling,AUS,M
5,1948,0,0,0,0,14,Cycling,AUS,M
6,1952,4,3,1,0,12,Cycling,AUS,M
7,1956,3,2,0,1,13,Cycling,AUS,M
8,1960,0,0,0,0,16,Cycling,AUS,M
9,1964,0,0,0,0,14,Cycling,AUS,M
10,1968,0,0,0,0,14,Cycling,AUS,M
11,1972,3,0,3,0,12,Cycling,AUS,M
12,1976,0,0,0,0,15,Cycling,AUS,M
13,1980,0,0,0,0,15,Cycling,AUS,M
14,1984,4,4,0,0,15,Cycling,AUS,M
15,1988,8,0,2,6,8,Cycling,AUS,M
16,1992,6,0,6,0,9,Cycling,AUS,M
17,1996,7,0,0,7,12,Cycling,AUS,M
18,2000,8,2,1,5,18,Cycling,AUS,M
19,2004,13,10,1,2,14,Cycling,AUS,M
20,2008,0,0,0,0,27,Cycling,AUS,M
21,2012,6,0,5,1,14,Cycling,AUS,M
22,2016,5,0,5,0,18,Cycling,AUS,M
0,1984,0,0,0,0,2,Cycling,AUT,F
1,1996,0,0,0,0,3,Cycling,AUT,F
2,2000,0,0,0,0,1,Cycling,AUT,F
3,2004,0,0,0,0,2,Cycling,AUT,F
4,2008,0,0,0,0,4,Cycling,AUT,F
5,2012,0,0,0,0,1,Cycling,AUT,F
6,2016,0,0,0,0,1,Cycling,AUT,F
0,1896,3,1,0,2,1,Cycling,AUT,M
1,1906,0,0,0,0,18,Cycling,AUT,M
2,1912,0,0,0,0,12,Cycling,AUT,M
3,1928,0,0,0,0,4,Cycling,AUT,M
4,1936,0,0,0,0,16,Cycling,AUT,M
5,1948,0,0,0,0,16,Cycling,AUT,M
6,1952,0,0,0,0,14,Cycling,AUT,M
7,1956,0,0,0,0,13,Cycling,AUT,M
8,1960,0,0,0,0,13,Cycling,AUT,M
9,1972,0,0,0,0,8,Cycling,AUT,M
10,1976,0,0,0,0,8,Cycling,AUT,M
11,1980,0,0,0,0,8,Cycling,AUT,M
12,1984,0,0,0,0,12,Cycling,AUT,M
13,1988,0,0,0,0,12,Cycling,AUT,M
14,1992,0,0,0,0,5,Cycling,AUT,M
15,1996,0,0,0,0,8,Cycling,AUT,M
16,2000,0,0,0,0,9,Cycling,AUT,M
17,2004,0,0,0,0,9,Cycling,AUT,M
18,2008,0,0,0,0,3,Cycling,AUT,M
19,2012,0,0,0,0,4,Cycling,AUT,M
20,2016,0,0,0,0,4,Cycling,AUT,M
0,2012,0,0,0,0,2,Cycling,AZE,F
1,2016,0,0,0,0,3,Cycling,AZE,F
0,2016,0,0,0,0,1,Cycling,AZE,M
0,1972,0,0,0,0,2,Cycling,BAH,M
0,1968,0,0,0,0,7,Cycling,BAR,M
1,1972,0,0,0,0,7,Cycling,BAR,M
2,1976,0,0,0,0,2,Cycling,BAR,M
3,1984,0,0,0,0,2,Cycling,BAR,M
4,1988,0,0,0,0,3,Cycling,BAR,M
5,1992,0,0,0,0,2,Cycling,BAR,M
6,2004,0,0,0,0,1,Cycling,BAR,M
0,1988,0,0,0,0,2,Cycling,BEL,F
1,1992,0,0,0,0,2,Cycling,BEL,F
2,1996,0,0,0,0,1,Cycling,BEL,F
3,2000,0,0,0,0,3,Cycling,BEL,F
4,2004,0,0,0,0,1,Cycling,BEL,F
5,2008,0,0,0,0,1,Cycling,BEL,F
6,2012,0,0,0,0,5,Cycling,BEL,F
7,2016,1,0,0,1,7,Cycling,BEL,F
0,1900,0,0,0,0,1,Cycling,BEL,M
1,1906,1,0,0,1,5,Cycling,BEL,M
2,1908,1,0,0,1,11,Cycling,BEL,M
3,1912,0,0,0,0,1,Cycling,BEL,M
4,1920,5,1,0,4,19,Cycling,BEL,M
5,1924,9,0,5,4,9,Cycling,BEL,M
6,1928,0,0,0,0,14,Cycling,BEL,M
7,1936,4,0,0,4,12,Cycling,BEL,M
8,1948,6,4,1,1,10,Cycling,BEL,M
9,1952,6,5,1,0,10,Cycling,BEL,M
10,1956,0,0,0,0,14,Cycling,BEL,M
11,1960,2,0,1,1,13,Cycling,BEL,M
12,1964,2,1,0,1,13,Cycling,BEL,M
13,1968,2,0,0,2,16,Cycling,BEL,M
14,1972,0,0,0,0,18,Cycling,BEL,M
15,1976,1,0,1,0,10,Cycling,BEL,M
16,1980,0,0,0,0,14,Cycling,BEL,M
17,1984,1,1,0,0,10,Cycling,BEL,M
18,1988,0,0,0,0,4,Cycling,BEL,M
19,1992,1,0,0,1,6,Cycling,BEL,M
20,1996,0,0,0,0,9,Cycling,BEL,M
21,2000,3,0,3,0,8,Cycling,BEL,M
22,2004,1,0,0,1,10,Cycling,BEL,M
23,2008,0,0,0,0,12,Cycling,BEL,M
24,2012,0,0,0,0,14,Cycling,BEL,M
25,2016,1,1,0,0,8,Cycling,BEL,M
0,1992,0,0,0,0,2,Cycling,BEN,M
0,1984,0,0,0,0,3,Cycling,BER,M
1,1996,0,0,0,0,1,Cycling,BER,M
0,1992,0,0,0,0,1,Cycling,BIZ,F
1,1996,0,0,0,0,1,Cycling,BIZ,F
0,1968,0,0,0,0,2,Cycling,BIZ,M
1,1984,0,0,0,0,8,Cycling,BIZ,M
2,1988,0,0,0,0,8,Cycling,BIZ,M
3,1992,0,0,0,0,7,Cycling,BIZ,M
0,1996,0,0,0,0,2,Cycling,BLR,F
1,2004,1,0,0,1,3,Cycling,BLR,F
